word,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
distension,0,0,0,0,0,0,0,0,0,0
distention,0,0,0,0,0,0,0,0,0,0
industriousness,1,0,0,0,0,0,0,0,0,1
persevering,0,0,0,0,0,0,0,0,0,0
dilutant,0,0,0,0,0,0,0,0,0,0
thinner,0,0,0,0,0,0,0,0,0,0
dime bag,0,0,0,0,0,0,0,0,0,0
lessened,0,1,0,0,0,0,0,0,0,0
vitiated,0,1,0,0,0,0,0,0,0,0
atrophied,0,1,0,0,0,0,0,0,0,0
belittled,0,1,0,0,0,0,0,0,0,0
bantam,0,0,0,0,0,0,0,0,0,0
lilliputian,0,0,0,0,0,0,0,0,0,0
midget,0,0,0,0,0,0,0,0,0,0
petite,0,0,0,0,0,0,0,0,0,0
flyspeck,0,0,0,0,0,0,0,0,0,0
dining car,0,0,0,0,0,0,0,0,0,0
dining compartment,0,0,0,0,0,0,0,0,0,0
buffet car,0,0,0,0,0,0,0,0,0,0
dinner party,1,0,0,0,0,0,0,0,0,0
bishopric,0,0,0,0,0,0,0,0,0,0
episcopate,0,0,0,0,0,0,0,0,0,0
cyclorama,0,0,0,0,0,0,0,0,0,0
angle of dip,0,0,0,0,0,0,0,0,0,0
magnetic dip,0,0,0,0,0,0,0,0,0,0
magnetic inclination,0,0,0,0,0,0,0,0,0,0
pickpocket,0,0,0,0,0,0,0,0,0,0
cutpurse,0,0,0,0,0,0,0,0,0,0
free fall,0,0,0,0,0,0,0,0,0,0
dunk,0,0,0,0,0,0,0,0,0,0
souse,0,0,0,0,0,0,0,0,0,0
douse,0,0,0,0,0,0,0,0,0,0
duck,0,0,0,0,0,0,0,0,0,0
sheepskin,0,0,0,0,0,0,0,0,0,0
diplomatic negotiations,1,0,0,1,0,0,0,0,0,1
statesmanship,1,0,0,1,0,0,0,0,0,1
statecraft,1,0,0,1,0,0,0,0,0,1
diplomatist,0,0,0,0,0,0,0,0,0,0
diplomatical,1,0,0,0,0,0,0,0,0,1
manoeuver,0,0,0,0,0,0,0,0,0,0
manoeuvre,0,0,0,0,0,0,0,0,0,0
orchestrate,0,0,0,0,0,0,0,0,0,0
steering,0,0,0,0,0,0,0,0,0,0
focusing,0,0,0,0,0,0,0,0,0,0
focussing,0,0,0,0,0,0,0,0,0,0
focal point,0,0,0,0,0,0,0,0,0,0
centering,0,0,0,0,0,0,0,0,0,0
instantly,0,0,0,0,0,0,0,0,0,0
straightaway,0,0,0,0,0,0,0,0,0,0
straight off,0,0,0,0,0,0,0,0,0,0
now,0,0,0,0,0,0,0,0,0,0
right away,0,0,0,0,0,0,0,0,0,0
at once,0,0,0,0,0,0,0,0,0,0
like a shot,0,0,0,0,0,0,0,0,0,0
managing director,1,0,0,0,0,0,0,0,0,1
theater director,1,0,0,0,0,0,0,0,0,1
theatre director,1,0,0,0,0,0,0,0,0,1
film director,1,0,0,0,0,0,0,0,0,1
grunge,0,1,0,0,1,0,0,0,0,0
malicious gossip,0,1,0,0,1,0,0,0,0,0
ungraded,0,1,0,0,1,0,0,0,0,0
begrime,0,1,0,0,1,0,0,0,0,0
colly,0,1,0,0,1,0,0,0,0,0
bemire,0,1,0,0,1,0,0,0,0,0
lousy,0,1,0,0,1,0,0,0,0,0
muddied,0,1,0,0,1,0,0,0,0,0
marked-up,0,1,0,0,1,0,0,0,0,0
ill-gotten,0,1,0,0,1,0,0,0,0,0
unsporting,0,1,0,0,1,0,0,0,0,0
unsportsmanlike,0,1,0,0,1,0,0,0,0,0
disablement,0,1,0,0,0,0,0,1,0,0
disenable,0,1,0,0,0,1,0,1,0,0
incapacitate,0,1,0,0,0,1,0,1,0,0
handicapped,0,1,0,0,0,1,0,1,0,0
disfavor,0,0,0,0,0,0,0,0,0,0
disfavour,0,0,0,0,0,0,0,0,0,0
ill-affected,0,1,0,0,0,0,0,0,0,0
malcontent,0,1,0,0,0,0,0,0,0,0
rebellious,0,1,0,0,0,0,0,0,0,0
disaccord,0,1,1,0,0,0,0,0,0,0
interdict,0,0,0,0,0,0,0,0,0,0
proscribe,0,0,0,0,0,0,0,0,0,0
evaporate,0,0,0,0,0,1,0,0,0,0
let down,0,1,1,0,1,0,0,1,0,0
dissatisfactory,0,1,0,0,0,0,0,1,0,0
unsatisfying,0,1,0,0,0,0,0,1,0,0
letdown,0,1,0,0,1,0,0,1,0,0
dashing hopes,0,1,0,0,1,0,0,1,0,0
demilitarize,0,0,0,0,0,0,0,0,0,0
demilitarise,0,0,0,0,0,0,0,0,0,0
unarm,0,0,0,0,0,0,0,0,0,0
disorderliness,0,0,0,0,0,0,0,0,0,0
incredulity,0,0,0,0,0,0,0,0,0,0
mental rejection,0,0,0,0,0,0,0,0,0,0
pay out,0,0,0,0,0,0,0,0,0,0
disbursal,0,0,0,0,0,0,0,0,0,0
spending,0,0,0,0,0,0,0,0,0,0
outlay,0,0,0,0,0,0,0,0,0,0
phonograph record,0,0,0,0,0,0,0,0,0,0
phonograph recording,0,0,0,0,0,0,0,0,0,0
magnetic disk,0,0,0,0,0,0,0,0,0,0
magnetic disc,0,0,0,0,0,0,0,0,0,0
discard,0,0,0,0,0,0,0,0,0,0
toss out,0,0,0,0,0,0,0,0,0,0
toss away,0,0,0,0,0,0,0,0,0,0
chuck out,0,0,0,0,0,0,0,0,0,0
cast aside,0,0,0,0,0,0,0,0,0,0
cast away,0,0,0,0,0,0,0,0,0,0
put away,0,0,0,0,0,0,0,0,0,0
cast-off,0,0,0,0,0,0,0,0,0,0
thrown-away,0,0,0,0,0,0,0,0,0,0
throwing away,0,1,0,0,0,0,0,0,0,0
tell apart,0,0,0,0,0,0,0,0,0,0
discernable,0,0,0,0,0,0,0,0,0,0
observable,0,0,0,0,0,0,0,0,0,0
sagacity,0,0,0,0,0,0,0,0,0,0
sagaciousness,0,0,0,0,0,0,0,0,0,0
venting,0,1,0,0,0,0,0,0,0,0
expelling,0,1,0,0,0,0,0,0,0,0
dismission,0,1,0,0,0,0,0,0,0,0
sacking,0,1,0,0,0,0,0,0,0,0
waiver,0,1,0,0,0,0,0,0,0,0
firing off,0,1,0,0,0,0,0,0,0,0
drop off,0,1,0,0,0,0,0,0,0,0
set down,0,1,0,0,0,0,0,0,0,0
muster out,0,1,0,0,0,0,0,0,0,0
subject area,0,1,0,0,0,1,0,0,0,0
subject field,0,1,0,0,0,1,0,0,0,0
field of study,0,1,0,0,0,1,0,0,0,0
bailiwick,0,1,0,0,0,1,0,0,0,0
disavowal,0,0,0,0,0,0,0,0,0,0
revealing,0,0,0,0,0,0,0,0,0,0
discolouration,0,1,0,0,1,0,0,0,0,0
uncomfortableness,0,1,0,0,0,0,0,1,0,0
unplug,0,1,0,0,0,0,0,1,0,0
disunited,0,1,0,0,0,0,0,1,0,0
fragmented,0,1,0,0,0,0,0,1,0,0
disjunction,0,1,0,0,0,0,0,0,0,0
disjuncture,0,1,0,0,0,0,0,0,0,0
disconnectedness,0,1,0,0,0,0,0,0,0,0
discontentment,0,1,1,0,1,1,0,1,0,0
discontentedness,0,1,1,0,1,1,0,1,0,0
discontented,0,1,1,0,1,1,0,1,0,0
discontinuation,0,0,0,0,0,0,0,0,0,0
noncontinuous,0,0,0,0,0,0,0,0,0,0
discordance,0,1,1,0,1,0,0,0,0,0
discount rate,0,0,0,0,0,0,0,0,0,0
bank discount,0,0,0,0,0,0,0,0,0,0
brush aside,0,0,0,0,0,0,0,0,0,0
brush off,0,0,0,0,0,0,0,0,0,0
push aside,0,0,0,0,0,0,0,0,0,0
disheartenment,0,1,0,0,0,0,0,0,0,0
talk about,0,0,0,0,0,0,0,0,0,0
hold forth,0,0,0,0,0,0,0,0,0,0
dissertate,0,0,0,0,0,0,0,0,0,0
get word,0,0,0,0,0,0,0,0,0,0
get wind,0,0,0,0,0,0,0,0,0,0
get a line,0,0,0,0,0,0,0,0,0,0
uncovering,1,0,0,0,0,0,0,0,0,0
breakthrough,1,0,0,0,0,0,0,0,0,0
circumspect,1,0,0,1,0,0,0,0,0,0
variant,0,0,0,0,0,0,0,0,0,0
distinct,0,0,0,0,0,0,0,0,0,0
free will,1,0,0,1,0,0,0,0,0,1
discretional,1,0,0,0,0,0,0,0,0,0
know apart,0,1,1,0,0,0,0,1,0,0
single out,0,1,1,0,0,0,0,1,0,0
acute,0,1,0,0,1,0,0,0,0,0
penetrative,0,1,0,0,1,0,0,0,0,0
favouritism,0,1,1,0,1,1,0,1,0,0
secernment,0,1,1,0,1,1,0,1,0,0
hash out,0,0,0,0,0,0,0,0,0,0
talk over,0,0,0,0,0,0,0,0,0,0
spurn,0,1,1,0,1,0,0,0,0,0
freeze off,0,1,1,0,1,0,0,0,0,0
pooh-pooh,0,1,1,0,1,0,0,0,0,0
pathologic,0,1,0,0,1,1,0,1,0,0
pathological,0,1,0,0,1,1,0,1,0,0
disembody,0,1,0,0,0,1,0,1,0,0
discorporate,0,1,0,0,0,1,0,1,0,0
unembodied,0,1,0,0,0,1,0,1,0,0
bodiless,0,1,0,0,0,1,0,1,0,0
unbodied,0,1,0,0,0,1,0,1,0,0
fallback,0,1,0,0,0,0,0,0,0,0
pullout,0,1,0,0,0,0,0,0,0,0
ignominy,0,1,1,0,1,0,0,1,0,0
attaint,0,1,1,0,1,0,0,1,0,0
discredited,0,1,1,0,1,0,0,1,0,0
dishonored,0,1,1,0,1,0,0,1,0,0
shamed,0,1,1,0,1,0,0,1,0,0
shocking,0,1,1,0,1,0,0,0,0,0
disgruntle,0,1,1,0,1,0,0,1,0,0
cloaked,0,0,0,0,0,0,0,0,0,0
masked,0,0,0,0,0,0,0,0,0,0
gross out,0,1,1,0,1,1,0,1,0,0
repel,0,1,1,0,1,1,0,1,0,0
nauseate,0,1,1,0,1,1,0,1,0,0
sicken,0,1,1,0,1,1,0,1,0,0
churn up,0,1,1,0,1,1,0,1,0,0
disgustful,0,1,1,0,1,1,0,0,0,0
loathly,0,1,1,0,1,1,0,0,0,0
skanky,0,1,1,0,1,1,0,0,0,0
yucky,0,1,1,0,1,1,0,0,0,0
dishful,0,0,0,0,0,0,0,0,0,0
dish aerial,0,0,0,0,0,0,0,0,0,0
dish antenna,0,0,0,0,0,0,0,0,0,0
serve up,0,0,0,0,0,0,0,0,0,0
dish up,0,0,0,0,0,0,0,0,0,0
dishearten,0,1,0,0,0,0,0,1,0,0
demoralizing,0,1,0,0,0,0,0,1,0,0
demoralising,0,1,0,0,0,0,0,1,0,0
dispiriting,0,1,0,0,0,0,0,1,0,0
dishonorable,0,1,1,0,1,0,0,1,0,0
corruptible,0,1,1,0,1,0,0,1,0,0
bribable,0,1,1,0,1,0,0,1,0,0
purchasable,0,1,1,0,1,0,0,1,0,0
venal,0,1,1,0,1,0,0,1,0,0
knavery,0,1,0,0,1,0,0,0,0,0
disenchantment,0,1,1,0,1,0,0,1,0,0
disillusion,0,1,1,0,1,0,0,1,0,0
germicide,0,0,0,0,0,0,0,0,0,0
antimicrobic,0,0,0,0,0,0,0,0,0,0
antimicrobial,0,0,0,0,0,0,0,0,0,0
bactericidal,0,0,0,0,0,0,0,0,0,0
germicidal,0,0,0,0,0,0,0,0,0,0
disassociate,0,0,0,0,0,0,0,0,0,0
dissociate,0,0,0,0,0,0,0,0,0,0
disunite,0,0,0,0,0,0,0,0,0,0
disarticulate,0,0,0,0,0,0,0,0,0,0
disjoin,0,0,0,0,0,0,0,0,0,0
harrow,0,0,0,0,0,0,0,0,0,0
floppy,0,0,0,0,0,0,0,0,0,0
floppy disk,0,0,0,0,0,0,0,0,0,0
dislocate,0,1,1,0,1,1,0,1,0,0
luxate,0,1,1,0,1,1,0,1,0,0
splay,0,1,1,0,1,1,0,1,0,0
taking apart,0,1,0,0,1,1,0,1,0,0
send packing,0,0,0,0,0,0,0,0,0,0
usher out,0,0,0,0,0,0,0,0,0,0
judgment of dismissal,0,1,1,0,1,1,0,1,1,0
judgement of dismissal,0,1,1,0,1,1,0,1,1,0
pink slip,0,1,1,0,1,1,0,1,1,0
unhorse,0,0,0,0,0,0,0,0,0,0
get off,0,0,0,0,0,0,0,0,0,0
unhinge,0,1,0,0,0,1,0,0,0,0
disquiet,0,1,0,0,0,1,0,0,0,0
cark,0,1,0,0,0,1,0,0,0,0
higgledy-piggledy,0,1,0,0,0,0,0,0,0,0
topsy-turvy,0,1,0,0,0,0,0,0,0,0
disorganize,0,1,0,0,0,0,0,0,0,0
disorganise,0,1,0,0,0,0,0,0,0,0
disorganised,0,1,0,0,0,0,0,0,0,0
cold-eyed,0,1,0,0,0,0,0,1,0,0
bump off,0,0,0,0,0,0,0,0,0,0
off,0,0,0,0,0,0,0,0,0,0
polish off,0,0,0,0,0,0,0,0,0,0
chase away,0,1,0,0,0,0,0,1,0,0
drive out,0,1,0,0,0,0,0,1,0,0
drive away,0,1,0,0,0,0,0,1,0,0
drive off,0,1,0,0,0,0,0,1,0,0
sprinkle,0,0,0,0,0,0,0,0,0,0
preempt,0,1,0,0,0,0,0,0,0,0
supplanting,0,0,0,0,0,0,0,0,0,0
displacement reaction,0,0,0,0,0,0,0,0,0,0
deracination,0,0,0,0,0,0,0,0,0,0
video display,0,0,0,0,0,0,0,0,0,0
displease,0,1,1,0,1,1,0,1,0,0
electric pig,0,1,0,0,0,0,0,0,0,0
garbage disposal,0,1,0,0,0,0,0,0,0,0
dispossess,0,1,1,0,0,1,0,1,0,0
roofless,0,1,1,0,0,1,0,1,0,0
confute,0,0,0,0,0,0,0,0,0,0
argufy,0,1,1,0,0,0,0,0,0,0
altercate,0,1,1,0,0,0,0,0,0,0
indispose,0,1,1,0,1,0,0,1,0,0
discourtesy,0,1,1,0,0,0,0,0,0,0
disesteem,0,1,1,0,0,0,0,0,0,0
aweless,0,1,1,0,1,1,0,1,0,0
awless,0,1,1,0,1,1,0,1,0,0
dissatisfy,0,0,0,0,0,0,0,0,0,0
airing,0,0,0,0,0,0,0,0,0,0
public exposure,0,0,0,0,0,0,0,0,0,0
spreading,0,0,0,0,0,0,0,0,0,0
dissentient,0,1,0,0,0,0,0,0,0,0
ill service,0,1,1,0,1,0,0,1,0,0
ill turn,0,1,1,0,1,0,0,1,0,0
dissenter,0,1,1,0,0,1,0,0,0,0
objector,0,1,1,0,0,1,0,0,0,0
contestant,0,1,1,0,0,1,0,0,0,0
heterodox,0,1,1,0,0,1,0,0,0,0
unalike,0,0,0,0,0,0,0,0,0,0
different,0,0,0,0,0,0,0,0,0,0
fritter,0,0,0,0,0,0,0,0,0,0
frivol away,0,0,0,0,0,0,0,0,0,0
fritter away,0,0,0,0,0,0,0,0,0,0
fool away,0,0,0,0,0,0,0,0,0,0
disassociation,0,0,0,0,0,0,0,0,0,0
dissolving,0,1,1,0,0,1,0,1,1,0
profligacy,0,1,1,0,0,1,0,1,1,0
dissipation,0,1,1,0,0,1,0,1,1,0
licentiousness,0,1,1,0,0,1,0,1,1,0
fade out,0,0,0,0,0,0,0,0,0,0
fade away,0,0,0,0,0,0,0,0,0,0
unfreeze,0,0,0,0,0,0,0,0,0,0
unthaw,0,0,0,0,0,0,0,0,0,0
dethaw,0,0,0,0,0,0,0,0,0,0
aloofness,0,0,0,0,0,0,0,0,0,0
outdistance,0,0,0,0,0,0,0,0,0,0
outstrip,0,0,0,0,0,0,0,0,0,0
removed,0,0,0,0,0,0,0,0,0,0
unsavoury,0,1,0,0,1,0,0,0,0,0
distillment,1,0,0,0,0,0,0,0,0,0
preeminence,1,0,0,0,0,0,0,0,0,0
typical,0,0,0,0,0,0,0,0,0,0
classifiable,0,0,0,0,0,0,0,0,0,0
differentiate,0,0,0,0,0,0,0,0,0,0
secern,0,0,0,0,0,0,0,0,0,0
secernate,0,0,0,0,0,0,0,0,0,0
severalize,0,0,0,0,0,0,0,0,0,0
severalise,0,0,0,0,0,0,0,0,0,0
signalize,0,0,0,0,0,0,0,0,0,0
signalise,0,0,0,0,0,0,0,0,0,0
garble,0,1,0,0,1,0,0,0,0,0
deformation,0,1,0,0,0,0,0,0,0,0
distorted shape,0,1,0,0,0,0,0,0,0,0
overrefinement,0,1,0,0,0,0,0,0,0,0
twisting,0,1,0,0,0,0,0,0,0,0
distrait,0,1,1,0,0,0,0,0,0,0
beguilement,0,1,0,0,0,0,0,0,0,0
misdirection,0,1,0,0,0,0,0,0,0,0
overwrought,0,1,0,0,0,0,0,1,0,0
distraint,0,1,1,0,1,1,0,1,1,0
straiten,0,1,1,0,1,1,0,1,1,0
hard-pressed,0,1,0,0,0,1,0,0,0,0
hard put,0,1,0,0,0,1,0,0,0,0
in a bad way,0,1,0,0,0,1,0,0,0,0
dysphoric,0,1,0,0,0,1,0,0,0,0
stressed,0,1,0,0,0,1,0,0,0,0
disquieted,0,1,0,0,0,1,0,0,0,0
distressful,0,1,1,0,0,1,0,0,0,0
disturbing,0,1,1,0,0,1,0,0,0,0
perturbing,0,1,1,0,0,1,0,0,0,0
troubling,0,1,1,0,0,1,0,0,0,0
worrisome,0,1,1,0,0,1,0,0,0,0
hand out,0,0,0,0,0,0,0,0,0,0
pass out,0,0,0,0,0,0,0,0,0,0
statistical distribution,0,0,0,0,0,0,0,0,0,0
territorial dominion,0,0,0,0,0,0,0,0,0,0
distrustfulness,0,1,1,0,1,1,0,0,0,0
mental disorder,0,1,1,0,0,1,0,1,1,0
mental disturbance,0,1,1,0,0,1,0,1,1,0
psychological disorder,0,1,1,0,0,1,0,1,1,0
folie,0,1,1,0,0,1,0,1,1,0
maladjusted,0,1,1,0,0,0,0,1,0,0
obsolete,0,1,1,0,0,0,0,0,0,0
ditto mark,0,0,0,0,0,0,0,0,0,0
diwan,0,0,0,0,0,0,0,0,0,1
honkytonk,0,0,0,0,0,0,0,0,0,0
diving,0,0,0,0,0,0,0,0,0,0
nose dive,0,0,0,0,0,0,0,0,0,0
nosedive,0,0,0,0,0,0,0,0,0,0
prima donna,0,0,0,0,0,0,0,0,0,0
diva,0,0,0,0,0,0,0,0,0,0
frogman,0,0,0,0,0,0,0,0,0,0
underwater diver,0,0,0,0,0,0,0,0,0,0
plunger,0,0,0,0,0,0,0,0,0,0
divergency,0,0,0,0,0,0,0,0,0,0
branch out,1,0,0,0,0,0,0,0,0,0
broaden,1,0,0,0,0,0,0,0,0,0
diversionary attack,1,0,0,0,0,0,0,0,1,0
diverseness,0,0,0,0,0,0,0,0,0,0
multifariousness,0,0,0,0,0,0,0,0,0,0
hive off,0,0,0,0,0,0,0,0,0,0
deprive,0,0,0,0,0,0,0,0,0,0
disinvest,0,0,0,0,0,0,0,0,0,0
water parting,0,0,0,0,0,0,0,0,0,0
dissever,0,0,0,0,0,0,0,0,0,0
carve up,0,0,0,0,0,0,0,0,0,0
dual-lane,0,0,0,0,0,0,0,0,0,0
divided up,0,0,0,0,0,0,0,0,0,0
shared,0,0,0,0,0,0,0,0,0,0
shared out,0,0,0,0,0,0,0,0,0,0
foretelling,0,0,0,1,0,0,0,0,0,0
soothsaying,0,0,0,1,0,0,0,0,0,0
fortune telling,0,0,0,1,0,0,0,0,0,0
cleric,0,0,0,0,0,0,0,0,0,0
churchman,0,0,0,0,0,0,0,0,0,0
ecclesiastic,0,0,0,0,0,0,0,0,0,0
providential,0,0,0,0,0,0,0,0,0,0
godlike,0,0,0,0,0,0,0,0,0,0
elysian,0,0,0,0,0,0,0,0,0,0
deity,1,0,0,0,0,0,0,0,0,0
divinity fudge,1,0,0,0,0,0,0,0,0,0
air division,0,0,0,0,0,0,0,0,0,0
naval division,0,0,0,0,0,0,0,0,0,0
sectionalization,0,0,0,0,0,0,0,0,0,0
sectionalisation,0,0,0,0,0,0,0,0,0,0
divorcement,0,1,1,0,1,1,0,1,1,1
giddiness,0,1,0,0,0,0,0,0,0,0
lightheadedness,0,1,0,0,0,0,0,0,0,0
giddy,0,1,0,0,0,0,0,0,0,0
woozy,0,1,0,0,0,0,0,0,0,0
vertiginous,0,1,0,0,0,0,0,0,0,0
airheaded,0,1,0,0,0,0,0,0,0,0
empty-headed,0,1,0,0,0,0,0,0,0,0
featherbrained,0,1,0,0,0,0,0,0,0,0
light-headed,0,1,0,0,0,0,0,0,0,0
lightheaded,0,1,0,0,0,0,0,0,0,0
teachable,0,0,0,0,0,0,0,0,0,0
sorrel,0,0,0,0,0,0,0,0,0,0
sour grass,0,0,0,0,0,0,0,0,0,0
wharfage,0,0,0,0,0,0,0,0,0,0
loading dock,0,0,0,0,0,0,0,0,0,0
dockage,0,0,0,0,0,0,0,0,0,0
docking facility,0,0,0,0,0,0,0,0,0,0
bobtail,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0
schedule,0,0,0,0,0,0,0,0,0,0
doc,1,0,0,0,0,0,0,0,0,1
MD,1,0,0,0,0,0,0,0,0,1
Dr.,1,0,0,0,0,0,0,0,0,1
medico,1,0,0,0,0,0,0,0,0,1
Doctor of the Church,1,0,0,0,0,0,0,0,0,1
doctor up,1,0,0,0,0,0,0,0,0,1
philosophical system,0,0,0,0,0,0,0,0,0,1
school of thought,0,0,0,0,0,0,0,0,0,1
ism,0,0,0,0,0,0,0,0,0,1
written document,0,0,0,0,0,0,0,0,0,0
papers,0,0,0,0,0,0,0,0,0,0
text file,0,0,0,0,0,0,0,0,0,0
docudrama,0,0,0,0,0,0,0,0,0,0
documentary film,0,0,0,0,0,0,0,0,0,0
infotainment,0,0,0,0,0,0,0,0,0,0
documental,0,0,0,0,0,0,0,0,0,0
stratagem,0,0,0,0,0,0,0,0,0,0
Department of Energy,0,0,0,0,0,0,0,0,0,0
Energy Department,0,0,0,0,0,0,0,0,0,0
domestic dog,0,0,0,0,0,0,0,0,0,0
Canis familiaris,0,0,0,0,0,0,0,0,0,0
frump,0,0,0,0,0,0,0,0,0,0
frankfurter,0,0,0,0,0,0,0,0,0,0
hotdog,0,0,0,0,0,0,0,0,0,0
hot dog,0,0,0,0,0,0,0,0,0,0
wiener,0,0,0,0,0,0,0,0,0,0
wienerwurst,0,0,0,0,0,0,0,0,0,0
weenie,0,0,0,0,0,0,0,0,0,0
andiron,0,0,0,0,0,0,0,0,0,0
firedog,0,0,0,0,0,0,0,0,0,0
dog-iron,0,0,0,0,0,0,0,0,0,0
pertinacious,1,0,0,0,0,0,0,0,0,0
dogmatical,0,0,0,0,0,0,0,0,0,0
stagnancy,0,1,0,0,0,0,0,1,0,0
pogy,0,1,0,0,0,0,0,1,0,0
pogey,0,1,0,0,0,0,0,1,0,0
dolly,0,0,0,0,0,0,1,0,0,0
dollar mark,0,0,0,0,0,0,0,0,0,0
dollar sign,0,0,0,0,0,0,0,0,0,0
dolour,0,1,0,0,0,0,0,1,0,0
dolphinfish,1,0,0,0,0,0,1,0,1,1
mahimahi,1,0,0,0,0,0,1,0,1,1
domain of a function,0,0,0,0,0,0,0,0,0,0
knowledge domain,0,0,0,0,0,0,0,0,0,0
knowledge base,0,0,0,0,0,0,0,0,0,0
domed stadium,0,0,0,0,0,0,0,0,0,0
covered stadium,0,0,0,0,0,0,0,0,0,0
domestic help,0,0,0,0,0,0,0,0,0,0
house servant,0,0,0,0,0,0,0,0,0,0
domesticize,0,0,0,0,0,0,0,0,0,0
domesticise,0,0,0,0,0,0,0,0,0,0
reclaim,0,0,0,0,0,0,0,0,0,0
tameness,0,0,0,0,0,0,0,0,0,0
legal residence,0,0,0,0,0,0,0,0,0,0
domiciliate,0,0,0,0,0,0,0,0,0,0
laterality,0,0,0,0,0,0,0,0,0,0
dominant allele,0,1,0,0,0,1,0,0,0,0
Fats Domino,0,0,0,0,0,0,0,0,0,0
Antoine Domino,0,0,0,0,0,0,0,0,0,0
half mask,0,0,0,0,0,0,0,0,0,0
eye mask,0,0,0,0,0,0,0,0,0,0
Don River,1,0,0,0,0,0,0,0,0,1
contribution,1,0,0,0,0,0,0,0,0,0
domestic ass,0,1,0,0,1,0,0,0,0,0
Equus asinus,0,1,0,0,1,0,0,0,0,0
giver,0,0,0,0,0,0,0,0,0,0
presenter,0,0,0,0,0,0,0,0,0,0
bestower,0,0,0,0,0,0,0,0,0,0
conferrer,0,0,0,0,0,0,0,0,0,0
day of reckoning,0,1,0,0,0,1,0,0,0,0
end of the world,0,1,0,0,0,1,0,0,0,0
ill-fated,0,1,0,0,0,1,0,1,0,0
ill-omened,0,1,0,0,0,1,0,1,0,0
ill-starred,0,1,0,0,0,1,0,1,0,0
Judgment Day,0,1,1,1,1,1,0,1,0,0
Judgement Day,0,1,1,1,1,1,0,1,0,0
Day of Judgment,0,1,1,1,1,1,0,1,0,0
Day of Judgement,0,1,1,1,1,1,0,1,0,0
Last Judgment,0,1,1,1,1,1,0,1,0,0
Last Judgement,0,1,1,1,1,1,0,1,0,0
Last Day,0,1,1,1,1,1,0,1,0,0
eschaton,0,1,1,1,1,1,0,1,0,0
crack of doom,0,1,1,1,1,1,0,1,0,0
room access,0,0,0,0,0,0,0,0,0,0
hibernating,0,0,0,0,0,0,0,0,0,0
torpid,0,0,0,0,0,0,0,0,0,0
abeyant,0,0,0,0,0,0,0,0,0,0
dorm,0,0,0,0,0,0,0,0,0,0
residence hall,0,0,0,0,0,0,0,0,0,0
student residence,0,0,0,0,0,0,0,0,0,0
dormitory room,0,0,0,0,0,0,0,0,0,0
dorm room,0,0,0,0,0,0,0,0,0,0
abaxial,0,0,0,0,0,0,0,0,0,0
dosage,0,0,0,0,0,0,0,0,0,0
venereal disease,0,0,0,0,0,0,0,0,0,0
VD,0,0,0,0,0,0,0,0,0,0
venereal infection,0,0,0,0,0,0,0,0,0,0
social disease,0,0,0,0,0,0,0,0,0,0
Cupid's itch,0,0,0,0,0,0,0,0,0,0
Cupid's disease,0,0,0,0,0,0,0,0,0,0
Venus's curse,0,0,0,0,0,0,0,0,0,0
sexually transmitted disease,0,0,0,0,0,0,0,0,0,0
STD,0,0,0,0,0,0,0,0,0,0
Department of Transportation,0,0,0,0,0,0,0,0,0,0
dit,0,0,0,0,0,0,0,0,0,0
two-base hit,0,0,0,0,0,0,0,0,0,0
two-bagger,0,0,0,0,0,0,0,0,0,0
two-baser,0,0,0,0,0,0,0,0,0,0
stunt man,0,0,0,0,0,0,0,0,0,0
stunt woman,0,0,0,0,0,0,0,0,0,0
look-alike,0,0,0,0,0,0,0,0,0,0
double over,0,0,0,0,0,0,0,0,0,0
double up,0,0,0,0,0,0,0,0,0,0
reduplicate,0,0,0,0,0,0,0,0,0,0
two-fold,0,0,0,0,0,0,0,0,0,0
three-fold,0,0,0,0,0,0,0,0,0,0
duple,0,0,0,0,0,0,0,0,0,0
bivalent,0,0,0,0,0,0,0,0,0,0
doubly,0,0,0,0,0,0,0,0,0,0
twice,0,0,0,0,0,0,0,0,0,0
incertitude,0,1,0,0,0,1,0,1,0,1
dubiety,0,1,0,0,0,1,0,1,0,1
doubtfulness,0,1,0,0,0,1,0,1,0,1
dubiousness,0,1,0,0,0,1,0,1,0,1
dubitable,0,1,0,0,0,0,0,0,0,0
in question,0,1,0,0,0,0,0,0,0,0
undoubtedly,1,0,0,0,0,0,0,0,0,1
doubtlessly,1,0,0,0,0,0,0,0,0,1
douche bag,0,1,0,0,0,0,0,0,0,0
donut,0,0,0,0,0,0,0,0,0,0
sinker,0,0,0,0,0,0,0,0,0,0
peacenik,1,0,0,1,0,0,1,0,0,1
Columba,1,0,0,1,0,0,1,0,0,1
squab,1,0,0,1,0,0,1,0,0,1
ruination,0,1,0,0,0,1,0,1,0,0
declivitous,0,0,0,0,0,0,0,0,0,0
downward-sloping,0,0,0,0,0,0,0,0,0,0
downlike,1,0,0,0,0,0,0,0,0,0
flossy,1,0,0,0,0,0,0,0,0,0
puberulent,1,0,0,0,0,0,0,0,0,0
sericeous,1,0,0,0,0,0,0,0,0,0
dowery,0,0,0,0,0,0,0,0,0,0
dower,0,0,0,0,0,0,0,0,0,0
